x-position,y-position,x-target,y-target
354,126.2,354,126.2
354.0000096,126.2000554,353.999999,126.2
354.000067,126.2002118,353.999992,126.2
354.0001761,126.2004562,353.9999731,126.2
354.0003356,126.2007773,353.9999364,126.2
354.000543,126.2011658,353.9998759,126.2
354.0007954,126.2016136,353.9997859,126.2
354.0010896,126.2021142,353.9996606,126.2
354.0014224,126.2026618,353.9994941,126.2
354.0017908,126.2032516,353.9992808,126.2
354.0021918,126.2038794,353.9990149,126.2
354.0026225,126.2045415,353.9986909,126.2
354.0030805,126.2052345,353.998303,126.2
354.0035632,126.2059555,353.9978456,126.2
354.0040685,126.2067019,353.9973133,126.2
354.0045943,126.2074714,353.9967005,126.2
354.0051388,126.2082617,353.9960017,126.2
354.0057003,126.2090709,353.9952114,126.2
354.0062772,126.2098974,353.9943243,126.2
354.0068682,126.2107395,353.993335,126.2
354.0074719,126.2115957,353.9922381,126.2
354.0080873,126.2124648,353.9910283,126.2
354.0087131,126.2133456,353.9897003,126.2
354.0093485,126.2142371,353.9882489,126.2
354.0099925,126.2151381,353.9866689,126.2
354.0106445,126.2160479,353.9849551,126.2
354.0113035,126.2169656,353.9831023,126.2
354.0119691,126.2178906,353.9811056,126.2
354.0126406,126.218822,353.9789597,126.2
354.0133174,126.2197595,353.9766596,126.2
354.013999,126.2207022,353.9742004,126.2
354.014685,126.2216499,353.9715771,126.2
354.015375,126.222602,353.9687847,126.2
354.0160686,126.2235581,353.9658184,126.2
354.0167655,126.2245178,353.9626732,126.2
354.0174653,126.2254808,353.9593444,126.2
354.0181678,126.2264468,353.9558271,126.2
354.0188727,126.2274155,353.9521166,126.2
354.0195798,126.2283866,353.9482082,126.2
354.0202889,126.2293599,353.944097,126.2
354.0209998,126.2303352,353.9397786,126.2
354.0217123,126.2313123,353.9352481,126.2
354.0224262,126.232291,353.9305011,126.2
354.0231414,126.2332711,353.925533,126.2
354.0238578,126.2342526,353.9203392,126.2
354.0245753,126.2352353,353.9149152,126.2
354.0252937,126.236219,353.9092566,126.2
354.0260129,126.2372037,353.9033589,126.2
354.026733,126.2381892,353.8972177,126.2
354.0274537,126.2391754,353.8908287,126.2
354.028175,126.2401624,353.8841875,126.2
354.0288968,126.24115,353.8772898,126.2
354.0296191,126.242138,353.8701313,126.2
354.0303418,126.2431266,353.8627078,126.2
354.0310649,126.2441156,353.8550151,126.2
354.0317883,126.2451049,353.847049,126.2
354.032512,126.2460946,353.8388053,126.2
354.0332359,126.2470845,353.83028,126.2
354.0339601,126.2480747,353.8214689,126.2
354.0346844,126.249065,353.8123681,126.2
354.0354089,126.2500556,353.8029734,126.2
354.0361334,126.2510463,353.793281,126.2
354.0368581,126.2520371,353.7832868,126.2
354.0375829,126.253028,353.772987,126.2
354.0383077,126.2540189,353.7623776,126.2
354.0390325,126.2550099,353.7514548,126.2
354.0397574,126.256001,353.7402147,126.2
354.0404823,126.256992,353.7286536,126.2
354.0412071,126.2579831,353.7167677,126.2
354.041932,126.2589741,353.7045533,126.2
354.0426568,126.2599651,353.6920066,126.2
354.0433816,126.2609561,353.679124,126.2
354.0441063,126.2619471,353.6659018,126.2
354.044831,126.2629379,353.6523365,126.2
354.0455556,126.2639287,353.6384245,126.2
354.0462801,126.2649195,353.6241621,126.2
354.0470046,126.2659102,353.6095459,126.2
354.047729,126.2669007,353.5945725,126.2
354.0484532,126.2678912,353.5792383,126.2
354.0491774,126.2688816,353.5635399,126.2
354.0499015,126.2698719,353.5474739,126.2
354.0506255,126.2708621,353.531037,126.2
354.0513494,126.2718522,353.5142258,126.2
354.0520732,126.2728421,353.4970371,126.2
354.0527969,126.273832,353.4794674,126.2
354.0535204,126.2748217,353.4615137,126.2
354.0542439,126.2758113,353.4431727,126.2
354.0549672,126.2768008,353.4244411,126.2
354.0556904,126.2777902,353.4053159,126.2
354.0564134,126.2787794,353.3857939,126.2
354.0571364,126.2797685,353.3658721,126.2
354.0578592,126.2807575,353.3455472,126.2
354.0585819,126.2817463,353.3248165,126.2
354.0593045,126.282735,353.3036767,126.2
354.0600269,126.2837236,353.2821249,126.2
354.0607493,126.284712,353.2601583,126.2
354.0614714,126.2857003,353.2377737,126.2
354.0621935,126.2866885,353.2149685,126.2
354.0629154,126.2876765,353.1917397,126.2
354.0636372,126.2886643,353.1680845,126.2
354.0643589,126.2896521,353.144,126.2
354.0650804,126.2906397,353.1194835,126.2
354.0658018,126.2916271,353.0945323,126.2
354.066523,126.2926144,353.0691437,126.2
354.0672441,126.2936016,353.0433149,126.2
